bootstrap_reps,ci95_high,ci95_low,ci_excludes_zero,ci_method,comparison,dataset,mean_diff,metric,n_seed_pairs,practical_threshold,practically_meaningful,random_rejection_handling,sampling_unit,seed_diff_std,seed_diffs
20000,-6.45548157693021e-05,-0.00010647329311355146,1,percentile,all3 - kmeans,F_new,-8.933350954276609e-05,acc_kept,5,0.005,0,same_seed_method_pair,random_seed,2.7807222410434667e-05,-0.00010408;-0.00008928;-0.00011293;-0.00004203;-0.00009834
20000,0.16269136855399605,0.0926423635696183,1,percentile,all3 - kmeans,F_new,0.12766686606180716,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.04477046999714887,0.16077612;0.07805836;0.17528054;0.14134352;0.08287579
20000,0.05718176830930053,0.03463755998351468,1,percentile,all3 - kmeans,F_new,0.045909664146407604,nmi_kept,5,0.005,1,same_seed_method_pair,random_seed,0.014173024373443375,0.06029361;0.03053508;0.05853566;0.04825029;0.03193368
20000,-6.175337017702009e-05,-0.00010381031635853244,1,percentile,all3 - any2,F_new,-8.550661796453695e-05,acc_kept,5,0.005,0,same_seed_method_pair,random_seed,2.7964123181142192e-05,-0.00010112;-0.00008047;-0.00011023;-0.00003935;-0.00009636
20000,0.15812785267505552,0.08453962145913016,1,percentile,all3 - any2,F_new,0.12133373706709286,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.04748800096996288,0.15572909;0.06296529;0.17128542;0.13661024;0.08007864
20000,0.055675375810845404,0.031949114731669746,1,percentile,all3 - any2,F_new,0.04381224527125758,nmi_kept,5,0.005,1,same_seed_method_pair,random_seed,0.015049038883304132,0.05866308;0.02554567;0.05717282;0.04670509;0.03097457
20000,7.871513657096152e-05,0.0,0,percentile,all3 - kmeans_distance_reject,F_new,3.832333610644945e-05,acc_kept,5,0.005,0,same_seed_method_pair,random_seed,5.260362983546473e-05,0.00010098;0.00000000;0.00000000;0.00009064;0.00000000
20000,0.14401373338977722,0.06829079611078998,1,percentile,all3 - kmeans_distance_reject,F_new,0.10615226475028358,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.04757044360773939,0.15548288;0.05539184;0.14804322;0.11301648;0.05882691
20000,0.05217343055752286,0.028988022792116652,1,percentile,all3 - kmeans_distance_reject,F_new,0.04058072667481975,nmi_kept,5,0.005,1,same_seed_method_pair,random_seed,0.014898563389524375,0.05958824;0.02520355;0.05002337;0.04164392;0.02644455
20000,-5.88513921153444e-05,-0.00011065143401138844,1,percentile,all3 - random_same_coverage,F_new,-8.909447194094255e-05,acc_kept,5,0.005,0,mean_over_random_rejection_repeats_within_seed,random_seed,3.4518997210432906e-05,-0.00009088;-0.00010821;-0.00012218;-0.00003172;-0.00009248
20000,0.16311138879480125,0.09293485681322187,1,percentile,all3 - random_same_coverage,F_new,0.12802312280401157,ari_kept,5,0.005,1,mean_over_random_rejection_repeats_within_seed,random_seed,0.0449396090004229,0.16044562;0.07859521;0.17624615;0.14217342;0.08265522
20000,0.05731579296009866,0.03470207202546516,1,percentile,all3 - random_same_coverage,F_new,0.04600893249278191,nmi_kept,5,0.005,1,mean_over_random_rejection_repeats_within_seed,random_seed,0.014220740678848503,0.06014145;0.03060984;0.05885618;0.04858369;0.03185350
20000,0.0315642123936992,0.00578764239846079,1,percentile,all3 - kmeans,V_new,0.01665383151372437,acc_kept,5,0.005,1,same_seed_method_pair,random_seed,0.016339821509532164,0.00067367;0.01337499;0.01354221;0.04430028;0.01137801
20000,0.09100312415491643,0.05577980592971765,1,percentile,all3 - kmeans,V_new,0.07299830711288242,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.02417200964673938,0.05066750;0.10848489;0.07889345;0.07694430;0.05000139
20000,0.03686757040559483,0.02520083955243968,1,percentile,all3 - kmeans,V_new,0.030470440104576047,nmi_kept,5,0.005,1,same_seed_method_pair,random_seed,0.007786074759700169,0.02114382;0.04220792;0.03129279;0.03128637;0.02642130
20000,0.031335019179703785,0.0051766114419416805,1,percentile,all3 - any2,V_new,0.016301603073575376,acc_kept,5,0.005,1,same_seed_method_pair,random_seed,0.016590893322539258,-0.00010873;0.01266703;0.01354221;0.04430028;0.01110722
20000,0.08766631154116274,0.046814477531398405,1,percentile,all3 - any2,V_new,0.06835514852805172,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.02632059084017281,0.04861725;0.10180018;0.07889345;0.07694430;0.03552056
20000,0.03449876395099858,0.021842178624342967,1,percentile,all3 - any2,V_new,0.02823695781069091,nmi_kept,5,0.005,1,same_seed_method_pair,random_seed,0.008500855915406723,0.01931171;0.03931094;0.03129279;0.03128637;0.01998299
20000,0.023983336204504303,-0.0019215778419110706,0,percentile,all3 - kmeans_distance_reject,V_new,0.008272853297921313,acc_kept,5,0.005,1,same_seed_method_pair,random_seed,0.01710297867193592,-0.00158789;-0.00175901;-0.00225098;0.03760275;0.00935940
20000,-0.01964818606256402,-0.04569254564515681,1,percentile,all3 - kmeans_distance_reject,V_new,-0.032529286255495206,ari_kept,5,0.005,1,same_seed_method_pair,random_seed,0.01698017866220367,-0.04141715;-0.03167261;-0.05627251;-0.01822805;-0.01505612
20000,0.0077958383804719086,-0.004924040120698048,0,percentile,all3 - kmeans_distance_reject,V_new,0.0014321942986635027,nmi_kept,5,0.005,0,same_seed_method_pair,random_seed,0.007975932716918323,-0.00342992;0.00220531;-0.00867966;0.01221653;0.00484871
20000,0.031535466586008386,0.005782084511482521,1,percentile,all3 - random_same_coverage,V_new,0.01664975844838119,acc_kept,5,0.005,1,mean_over_random_rejection_repeats_within_seed,random_seed,0.01631617991544573,0.00065103;0.01340076;0.01355656;0.04424017;0.01140027
20000,0.09121313473411222,0.05566676701748452,1,percentile,all3 - random_same_coverage,V_new,0.07305868689266048,ari_kept,5,0.005,1,mean_over_random_rejection_repeats_within_seed,random_seed,0.024266142956203263,0.05079735;0.10878711;0.07890698;0.07686485;0.04993714
